nan,6126.56,4955.31,6333.79,5378.95,3098.91,2105.84,1329.41,2173.06,1089.63,716.15,3362.95,2101.11,1043.31,1843.82,1476.74,2562.57,2130.20,1796.91,3824.81,2732.34,1293.17,6633.09,643.37,3386.88,5656.37,5008.49,1678.75,2668.59,3265.29,6745.94,312.79
6093.81,nan,3192.86,10509.19,13475.92,2971.89,10218.62,5520.27,8724.02,6084.93,8963.89,11362.43,10198.79,7621.90,9788.08,8973.13,10547.24,6536.66,5015.35,11923.26,10831.78,9154.15,14730.77,6464.55,4239.67,1708.26,9141.75,6087.97,10767.04,11364.74,14844.63,5742.79
4991.35,3182.90,nan,11879.08,10924.24,2784.39,7665.46,5738.94,6170.86,3675.77,6410.73,8810.74,7646.40,5213.50,7234.91,6420.73,7994.08,4129.74,6144.13,9370.10,8278.62,6603.23,12178.37,5171.07,1687.27,2448.66,10553.78,5965.10,8213.88,8811.57,12292.23,4449.31
6296.61,10530.11,11903.88,nan,2140.77,8784.52,4272.54,6758.74,7874.72,6776.00,5694.88,5166.35,4397.61,6804.89,4589.30,5668.25,4425.40,7891.77,6421.68,3770.07,3624.17,5035.82,1036.99,5731.52,10419.45,12688.94,1252.81,5802.32,3955.69,3413.13,421.59,5999.88
5347.90,13502.97,10955.18,2140.06,nan,7835.81,3239.84,5810.03,6926.02,5826.52,4746.17,4217.64,3448.14,5772.18,3640.60,4718.06,3476.70,6859.06,5429.97,1405.55,2675.46,4171.11,2379.71,4781.33,9470.74,11740.24,814.77,4853.62,3006.99,2464.43,2553.22,5051.17
3074.65,3009.46,2793.32,8795.20,7840.36,nan,5248.00,2501.12,5322.47,1360.73,3865.56,6512.36,5249.75,4192.72,4993.45,4625.38,5704.21,4154.24,2906.31,6966.22,6128.74,3682.81,9781.73,3446.87,1822.17,2021.44,8149.90,3567.28,5817.24,6415.70,9887.58,2725.11
2069.15,10237.02,7690.71,4288.42,3249.58,5239.35,nan,2479.81,3583.30,3264.06,1419.70,1136.95,358.21,2515.71,331.93,1377.59,338.14,3600.35,2816.13,1696.93,605.45,844.88,4503.72,1457.35,6128.79,8398.29,2879.13,2598.77,558.50,1576.25,4619.06,1725.71
1142.95,5546.94,5734.45,6803.26,5848.42,2519.30,2465.96,nan,3382.76,2072.97,1744.32,3783.83,2523.47,2253.01,2267.18,2473.64,2863.98,4702.13,340.73,4147.70,3056.22,1616.62,7078.55,955.05,4164.53,6435.51,5453.96,1000.99,3090.96,3675.60,7193.89,810.60
2159.87,8672.44,6126.12,7821.49,6866.65,5335.78,3531.88,3558.28,nan,4804.18,2309.73,4191.09,3506.29,918.05,3094.81,2279.15,3853.98,2028.53,4026.54,5228.52,4137.04,2384.48,8036.79,2625.50,4556.21,6827.18,6412.20,3661.64,4073.78,4671.47,8150.65,2551.14
1104.85,6080.27,3676.48,6825.39,5870.55,1387.19,3314.44,2075.99,4850.40,nan,1895.75,4542.55,3280.72,2222.91,3024.42,2656.34,3738.59,2809.28,2481.95,5004.41,3912.94,1713.77,7812.69,1477.83,2108.04,4377.54,6188.10,2302.92,3848.20,4445.89,7926.55,755.31
