0.00,1357.77,1346.27,1210.57,863.27,557.37,341.17,520.57,401.73,318.17,88.93,642.47,370.30,136.47,327.37,237.67,433.17,272.17,586.50,679.27,439.30,230.77,1524.90,238.43,681.57,1152.30,799.63,552.77,443.13,568.10,1372.33,94.30
1330.93,0.00,1190.63,2714.77,2367.47,803.47,1841.53,1182.20,1728.07,1146.17,1646.80,2086.87,1873.73,1475.07,1778.67,1669.03,1873.73,1343.97,1319.43,2183.47,1943.50,1787.87,3028.33,1537.17,935.33,438.53,2303.83,1640.67,1947.33,2072.30,2875.77,1251.97
1382.30,1180.67,0.00,2474.80,2127.50,1094.80,1601.57,1146.17,1488.10,906.20,1406.83,1846.90,1634.53,1235.87,1538.70,1429.83,1633.77,1104.77,1212.10,1943.50,1703.53,1548.67,2789.13,1456.67,696.13,815.73,2063.87,1460.50,1707.37,1832.33,2636.57,1171.47
1163.03,2720.90,2486.30,0.00,680.03,1720.40,866.33,1672.87,1499.60,1481.97,1100.93,1025.80,899.30,1276.50,916.93,1092.50,920.00,1412.20,1598.50,791.20,772.80,1018.90,467.67,1196.00,1821.60,2292.33,410.93,1376.93,824.93,758.23,170.20,1257.33
821.87,2379.73,2145.13,680.80,0.00,1379.23,525.17,1331.70,1158.43,1140.03,759.77,684.63,557.37,935.33,575.77,751.33,578.83,1071.03,1257.33,423.97,431.63,677.73,1022.73,854.83,1480.43,1951.17,269.87,1035.77,483.77,417.07,842.57,916.17
540.50,820.33,1096.33,1750.30,1403.00,0.00,880.13,391.77,941.47,361.10,628.67,1182.20,909.27,676.20,866.33,776.63,972.13,784.30,457.70,1219.00,979.03,769.73,2063.87,746.73,608.73,462.30,1339.37,706.10,982.10,1107.83,1911.30,461.53
307.43,1859.93,1625.33,897.00,549.70,865.57,0.00,599.53,637.87,626.37,246.10,292.87,157.17,415.53,61.33,231.53,82.80,550.47,654.73,365.70,125.73,163.30,1211.33,341.17,960.63,1431.37,486.07,733.70,124.97,276.77,1058.77,402.50
329.67,1204.43,1144.63,1718.87,1371.57,404.03,584.20,0.00,730.63,245.33,456.93,886.27,614.10,465.37,571.17,581.13,676.97,600.30,73.60,923.07,683.10,457.70,2033.20,259.90,479.93,950.67,1307.93,322.77,686.93,943.77,1880.63,256.07
384.10,1670.57,1435.97,1458.20,1110.90,941.47,584.97,904.67,0.00,761.30,408.63,735.23,617.93,240.73,522.10,413.23,617.17,361.87,971.37,926.90,686.93,503.70,1772.53,556.60,771.27,1242.00,1047.27,871.70,690.77,815.73,1619.97,478.40
330.43,1140.03,905.43,1540.23,1192.93,377.20,670.83,246.87,813.43,0.00,418.60,972.13,699.97,466.13,657.03,567.33,762.83,430.10,313.57,1008.93,768.97,560.43,1854.57,537.43,240.73,711.47,1129.30,561.97,772.80,897.77,1702.00,251.47
90.47,1606.93,1372.33,1113.97,766.67,648.60,244.57,469.20,427.80,409.40,0.00,545.87,273.70,162.53,230.77,141.07,336.57,297.47,524.40,583.43,343.47,134.17,1428.30,210.83,707.63,1178.37,703.03,525.17,346.53,472.27,1275.73,184.77
649.37,2192.67,1958.07,1103.23,755.93,1207.50,325.83,941.47,733.70,968.30,588.03,0.00,480.70,748.27,395.60,564.27,265.27,883.97,996.67,571.93,319.70,505.23,1417.57,682.33,1293.37,1764.10,692.30,1058.00,344.23,441.60,1265.00,744.43
322.00,1880.63,1646.03,913.87,566.57,879.37,131.10,613.33,658.57,640.93,259.90,424.73,0.00,436.23,189.37,252.23,214.67,571.17,668.53,383.33,142.60,177.87,1228.20,354.97,980.57,1451.30,502.93,706.87,146.43,272.17,1075.63,416.30
154.10,1452.07,1217.47,1247.37,900.07,712.23,373.37,674.67,276.77,473.03,178.63,619.47,406.33,0.00,310.50,201.63,406.33,142.60,741.37,716.07,476.10,320.47,1560.93,327.37,552.00,1022.73,836.43,641.70,479.17,604.90,1408.37,249.17
291.33,1802.43,1567.83,956.80,609.50,849.47,67.47,583.43,581.13,610.27,230.00,310.50,216.20,358.03,0.00,174.03,101.20,493.73,638.63,426.27,185.53,147.20,1271.13,324.30,903.13,1373.87,545.87,639.40,184.77,340.40,1118.57,385.63
202.40,1682.83,1448.23,1099.40,752.10,759.77,225.40,596.47,461.53,521.33,140.30,471.50,258.37,238.43,162.53,0.00,258.37,374.13,651.67,568.10,328.13,132.63,1412.97,338.10,783.53,1254.27,688.47,652.43,331.20,456.93,1260.40,296.70
400.20,1897.50,1662.90,963.70,616.40,957.57,75.90,691.53,675.43,719.13,338.10,213.13,230.77,453.10,100.43,269.10,0.00,588.03,746.73,432.40,180.17,256.07,1278.03,433.17,998.20,1468.93,552.77,803.47,204.70,302.07,1125.47,494.50
287.50,1317.13,1082.53,1380.00,1032.70,777.40,506.77,808.07,393.30,407.87,312.03,752.87,539.73,141.07,443.90,335.03,539.73,0.00,874.77,849.47,609.50,453.87,1694.33,460.77,417.83,888.57,969.07,775.10,612.57,738.30,1541.77,381.80
392.53,1355.47,1208.27,1648.33,1301.03,466.90,637.87,75.90,793.50,308.20,509.83,939.17,667.00,528.23,624.07,634.03,729.87,663.17,0.00,1261.93,1018.90,510.60,1961.90,312.80,542.80,1013.53,1237.40,251.47,968.30,873.23,1809.33,318.93
635.57,2194.20,1959.60,788.13,413.23,1193.70,339.63,927.67,972.90,954.50,574.23,499.10,371.83,749.80,390.23,565.80,393.30,885.50,982.87,0.00,246.10,491.43,1102.47,668.53,1294.90,1765.63,377.20,985.93,298.23,321.23,949.90,730.63
397.90,1956.53,1721.93,786.60,438.53,956.03,101.97,690.00,734.47,716.83,336.57,259.90,134.17,512.13,152.57,328.13,154.10,647.83,965.23,255.30,0.00,253.77,1100.17,430.87,1057.23,1527.97,374.90,743.67,55.20,124.97,947.60,492.97
